<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RTSI,D,03/05/07,00:00:00,1912.2800000,1930.2800000,1912.2300000,1923.1900000,21843015
RTSI,D,04/05/07,00:00:00,1920.9000000,1931.5100000,1920.9000000,1930.0500000,14353749
RTSI,D,07/05/07,00:00:00,1930.3300000,1936.4700000,1927.5300000,1927.5800000,13561398
RTSI,D,08/05/07,00:00:00,1927.6500000,1929.6000000,1912.8400000,1913.5700000,26989964
RTSI,D,10/05/07,00:00:00,1913.5700000,1928.8200000,1890.7000000,1892.1500000,50246579
RTSI,D,11/05/07,00:00:00,1891.4800000,1891.4800000,1843.7900000,1845.4400000,49347203
RTSI,D,14/05/07,00:00:00,1845.7800000,1867.7600000,1836.3700000,1851.2200000,44528302
RTSI,D,15/05/07,00:00:00,1851.1600000,1851.1600000,1826.2300000,1826.3900000,31793131
RTSI,D,16/05/07,00:00:00,1827.8800000,1856.5700000,1827.8800000,1856.5700000,49965390
RTSI,D,17/05/07,00:00:00,1857.7200000,1872.0800000,1843.2400000,1843.2400000,58257808
RTSI,D,18/05/07,00:00:00,1842.8400000,1863.3600000,1842.8400000,1859.7000000,31770487
RTSI,D,21/05/07,00:00:00,1860.4900000,1869.2900000,1860.4900000,1866.7200000,20272292
RTSI,D,22/05/07,00:00:00,1867.4500000,1869.0200000,1857.1400000,1860.8300000,28734101
RTSI,D,23/05/07,00:00:00,1860.7300000,1860.7300000,1815.2600000,1815.6400000,48738250
RTSI,D,24/05/07,00:00:00,1813.2000000,1813.2000000,1773.7300000,1790.5300000,43943149
RTSI,D,25/05/07,00:00:00,1790.3800000,1797.2100000,1777.5400000,1794.7600000,43429386
RTSI,D,28/05/07,00:00:00,1795.4400000,1797.5100000,1765.3700000,1770.4200000,32202462
RTSI,D,29/05/07,00:00:00,1770.0600000,1778.5900000,1734.5300000,1737.5600000,53035216
RTSI,D,30/05/07,00:00:00,1736.4400000,1736.4400000,1707.8100000,1724.6900000,40976139
RTSI,D,31/05/07,00:00:00,1726.9300000,1780.6600000,1726.9300000,1780.3300000,93461534
RTSI,D,01/06/07,00:00:00,1780.3900000,1829.8900000,1771.1500000,1829.5000000,105096266
RTSI,D,04/06/07,00:00:00,1829.9100000,1832.2000000,1817.8200000,1826.9900000,57008209
RTSI,D,05/06/07,00:00:00,1827.2500000,1848.2200000,1827.2500000,1833.6600000,47058898
RTSI,D,06/06/07,00:00:00,1834.0400000,1839.4300000,1816.8100000,1823.6300000,51654660
RTSI,D,07/06/07,00:00:00,1823.0400000,1826.3200000,1803.1400000,1803.5900000,36673482
RTSI,D,08/06/07,00:00:00,1803.1100000,1803.1100000,1779.6600000,1790.0900000,71672793
RTSI,D,09/06/07,00:00:00,1791.1100000,1799.2900000,1790.8200000,1798.4900000,31610808
RTSI,D,13/06/07,00:00:00,1798.2500000,1806.6800000,1785.7000000,1806.6800000,46141291
RTSI,D,14/06/07,00:00:00,1806.6800000,1870.1100000,1806.6800000,1870.1100000,58898755
RTSI,D,15/06/07,00:00:00,1870.5500000,1883.2700000,1861.4900000,1883.2700000,65126109
RTSI,D,18/06/07,00:00:00,1885.9100000,1899.1900000,1885.9100000,1896.6700000,44623441
RTSI,D,19/06/07,00:00:00,1893.6500000,1904.4000000,1885.7200000,1886.8400000,37663486
RTSI,D,20/06/07,00:00:00,1888.8800000,1916.7600000,1888.8800000,1915.4400000,34055749
RTSI,D,21/06/07,00:00:00,1915.1100000,1915.1100000,1893.2200000,1893.2200000,25143626
RTSI,D,22/06/07,00:00:00,1893.2200000,1898.0800000,1889.2700000,1896.1000000,36957507
RTSI,D,25/06/07,00:00:00,1894.6200000,1894.6200000,1874.9700000,1875.3200000,21907332
RTSI,D,26/06/07,00:00:00,1875.5100000,1899.4600000,1875.5100000,1897.3000000,63904308
RTSI,D,27/06/07,00:00:00,1896.8300000,1896.8300000,1875.0700000,1875.2100000,25043152
RTSI,D,28/06/07,00:00:00,1879.7400000,1897.4400000,1879.7400000,1894.1600000,40245222
RTSI,D,29/06/07,00:00:00,1894.4600000,1899.0500000,1887.4100000,1897.7000000,40579064
RTSI,D,02/07/07,00:00:00,1898.1300000,1912.9300000,1894.2200000,1911.7500000,77653326
RTSI,D,03/07/07,00:00:00,1911.7700000,1944.5400000,1911.7700000,1939.8400000,138271467
RTSI,D,04/07/07,00:00:00,1940.3700000,1944.6100000,1939.5100000,1943.2900000,53304500
RTSI,D,05/07/07,00:00:00,1943.5400000,1974.9400000,1943.5400000,1973.1200000,51993069
RTSI,D,06/07/07,00:00:00,1972.8200000,1974.6600000,1964.3000000,1974.6600000,37028917
RTSI,D,09/07/07,00:00:00,1974.7400000,2001.0700000,1974.7400000,1999.8700000,78317804
RTSI,D,10/07/07,00:00:00,1994.8300000,1996.7600000,1977.6600000,1977.8500000,78399744
RTSI,D,11/07/07,00:00:00,1977.4200000,1997.2200000,1974.3000000,1995.5800000,58360520
RTSI,D,12/07/07,00:00:00,1997.0900000,2049.5600000,1997.0900000,2049.1800000,63651465
RTSI,D,13/07/07,00:00:00,2050.3100000,2065.7000000,2050.3100000,2061.4000000,45348421
RTSI,D,16/07/07,00:00:00,2061.2900000,2068.6000000,2052.7500000,2066.7400000,47380490
RTSI,D,17/07/07,00:00:00,2066.2100000,2066.2100000,2042.9100000,2055.2100000,39167841
RTSI,D,18/07/07,00:00:00,2053.8700000,2053.8700000,2031.5400000,2036.5900000,36558343
RTSI,D,19/07/07,00:00:00,2036.7500000,2071.1000000,2036.5100000,2071.0800000,38820066
RTSI,D,20/07/07,00:00:00,2071.2400000,2088.0400000,2067.2800000,2069.9300000,32802318
RTSI,D,23/07/07,00:00:00,2069.6200000,2092.3800000,2061.6100000,2091.2600000,39394302
RTSI,D,24/07/07,00:00:00,2090.7700000,2091.2400000,2049.6600000,2050.1500000,71558266
RTSI,D,25/07/07,00:00:00,2049.3200000,2049.3200000,2025.0600000,2047.8200000,59441950
RTSI,D,26/07/07,00:00:00,2049.1400000,2055.7400000,1996.9100000,1996.9100000,55674950
RTSI,D,27/07/07,00:00:00,1993.7000000,1993.7000000,1941.0400000,1967.0600000,76117192
RTSI,D,30/07/07,00:00:00,1967.6600000,1975.9700000,1945.0100000,1961.0400000,78699831
RTSI,D,31/07/07,00:00:00,1961.3800000,1993.9600000,1961.3800000,1993.9600000,50532137
RTSI,D,01/08/07,00:00:00,1983.8700000,1983.8700000,1932.8700000,1946.3400000,81581560
RTSI,D,02/08/07,00:00:00,1947.8000000,1958.8000000,1944.3400000,1956.6100000,57499924
RTSI,D,03/08/07,00:00:00,1958.8900000,1976.6500000,1958.8900000,1970.7500000,56640459
RTSI,D,06/08/07,00:00:00,1963.0100000,1963.0100000,1941.5500000,1944.7300000,68583905
RTSI,D,07/08/07,00:00:00,1947.1600000,1967.3400000,1947.1600000,1951.8000000,40048785
RTSI,D,08/08/07,00:00:00,1953.5800000,1987.2500000,1953.5800000,1987.2500000,49483193
RTSI,D,09/08/07,00:00:00,1988.1600000,2002.6400000,1936.5700000,1939.0000000,50942294
RTSI,D,10/08/07,00:00:00,1935.0800000,1935.0800000,1882.5000000,1897.2000000,92776935
RTSI,D,13/08/07,00:00:00,1898.2200000,1931.4900000,1898.2200000,1927.6300000,43727532
RTSI,D,14/08/07,00:00:00,1927.6300000,1929.1000000,1922.7700000,1925.7900000,60384157
RTSI,D,15/08/07,00:00:00,1923.3300000,1923.3300000,1880.7700000,1886.8300000,98079060
RTSI,D,16/08/07,00:00:00,1886.8200000,1886.8200000,1817.1500000,1820.3000000,63059072
RTSI,D,17/08/07,00:00:00,1819.5900000,1863.5900000,1798.4300000,1860.7000000,69973575
RTSI,D,20/08/07,00:00:00,1856.4900000,1868.2600000,1851.8700000,1852.1500000,40331000
RTSI,D,21/08/07,00:00:00,1852.1500000,1852.9100000,1810.6100000,1820.6500000,70071077
RTSI,D,22/08/07,00:00:00,1820.8300000,1854.3600000,1820.8300000,1853.7700000,42383134
RTSI,D,23/08/07,00:00:00,1855.3600000,1880.0400000,1855.3600000,1864.5900000,57013155
RTSI,D,24/08/07,00:00:00,1863.6600000,1865.5300000,1853.5300000,1864.7400000,21421754
RTSI,D,27/08/07,00:00:00,1865.3700000,1896.9300000,1865.3700000,1895.7100000,55903335
RTSI,D,28/08/07,00:00:00,1895.7100000,1895.8700000,1877.1000000,1877.1000000,34132250
RTSI,D,29/08/07,00:00:00,1874.1100000,1874.1100000,1853.8300000,1871.5400000,39660690
RTSI,D,30/08/07,00:00:00,1874.3300000,1897.3500000,1874.3300000,1880.4300000,43766149
RTSI,D,31/08/07,00:00:00,1881.6100000,1921.8300000,1881.6100000,1919.8900000,60296558
RTSI,D,03/09/07,00:00:00,1918.4900000,1930.1000000,1918.4900000,1926.5000000,33798957
RTSI,D,04/09/07,00:00:00,1925.1800000,1925.1800000,1901.6300000,1904.7600000,43875921
RTSI,D,05/09/07,00:00:00,1909.6300000,1914.5100000,1903.5600000,1905.3000000,58751041
RTSI,D,06/09/07,00:00:00,1905.2500000,1921.1300000,1905.2500000,1920.8800000,39203585
RTSI,D,07/09/07,00:00:00,1920.8100000,1920.9200000,1896.1700000,1898.1900000,49913472
RTSI,D,10/09/07,00:00:00,1897.9300000,1898.9400000,1894.8100000,1898.2600000,34437499
RTSI,D,11/09/07,00:00:00,1898.4000000,1911.9700000,1898.4000000,1911.9700000,24327848
RTSI,D,12/09/07,00:00:00,1912.2300000,1919.5000000,1899.8400000,1899.9500000,33648486
RTSI,D,13/09/07,00:00:00,1900.3300000,1956.8800000,1900.3300000,1932.6800000,32639085
RTSI,D,14/09/07,00:00:00,1932.9600000,1944.1000000,1926.3800000,1943.2500000,55064772
RTSI,D,17/09/07,00:00:00,1940.0300000,1940.0300000,1912.9500000,1915.8000000,29044915
RTSI,D,18/09/07,00:00:00,1915.8000000,1938.7000000,1914.4900000,1938.5200000,42405202
RTSI,D,19/09/07,00:00:00,1944.3500000,2015.8900000,1944.3500000,2015.3600000,131646798
RTSI,D,20/09/07,00:00:00,2014.0400000,2017.7200000,2000.6100000,2015.1900000,88685043
RTSI,D,21/09/07,00:00:00,2014.9500000,2027.3300000,2013.2000000,2026.2900000,50772851
RTSI,D,24/09/07,00:00:00,2026.2900000,2048.0600000,2026.2900000,2042.2000000,84489605
RTSI,D,25/09/07,00:00:00,2042.3000000,2042.3000000,2008.2200000,2008.9700000,81503702
RTSI,D,26/09/07,00:00:00,2011.1400000,2049.4500000,2011.1400000,2049.4500000,45534589
RTSI,D,27/09/07,00:00:00,2050.0900000,2064.9400000,2050.0900000,2064.1600000,68332337
RTSI,D,28/09/07,00:00:00,2064.1600000,2075.2500000,2063.0300000,2071.8000000,58114461
RTSI,D,01/10/07,00:00:00,2071.8000000,2072.2800000,2039.6400000,2047.0900000,45739774
RTSI,D,02/10/07,00:00:00,2049.2100000,2108.8900000,2049.2100000,2108.5700000,89691294
RTSI,D,03/10/07,00:00:00,2108.5700000,2121.0700000,2092.9800000,2092.9800000,109927435
RTSI,D,04/10/07,00:00:00,2091.3800000,2096.0600000,2085.0700000,2090.0800000,58786077
RTSI,D,05/10/07,00:00:00,2090.1500000,2117.3200000,2090.1500000,2115.4300000,65135526
RTSI,D,08/10/07,00:00:00,2116.7700000,2133.6800000,2116.7700000,2130.2000000,48854395
RTSI,D,09/10/07,00:00:00,2130.1700000,2142.3400000,2117.3400000,2141.7900000,62825714
RTSI,D,10/10/07,00:00:00,2141.8300000,2159.5900000,2141.8300000,2143.6900000,83364791
RTSI,D,11/10/07,00:00:00,2143.6900000,2174.4500000,2143.6900000,2173.1100000,80503101
RTSI,D,12/10/07,00:00:00,2172.4700000,2172.4700000,2152.3300000,2163.1100000,42573727
RTSI,D,15/10/07,00:00:00,2163.7300000,2181.6800000,2163.7300000,2176.9000000,77742177
RTSI,D,16/10/07,00:00:00,2176.9300000,2178.5700000,2159.7300000,2159.8400000,61328420
RTSI,D,17/10/07,00:00:00,2157.4100000,2158.0900000,2143.1700000,2158.0900000,90756298
RTSI,D,18/10/07,00:00:00,2158.4100000,2163.5300000,2132.8400000,2136.5300000,47432543
RTSI,D,19/10/07,00:00:00,2136.4800000,2148.6600000,2135.3700000,2142.4200000,50754180
RTSI,D,22/10/07,00:00:00,2132.3500000,2132.3500000,2096.0300000,2098.5700000,55636028
RTSI,D,23/10/07,00:00:00,2099.8800000,2127.1500000,2099.8800000,2127.0000000,59798221
RTSI,D,24/10/07,00:00:00,2128.3800000,2128.3800000,2117.3100000,2123.3600000,39109293
RTSI,D,25/10/07,00:00:00,2123.4800000,2153.9400000,2122.6500000,2151.1000000,73541364
RTSI,D,26/10/07,00:00:00,2151.8300000,2194.1700000,2151.8300000,2194.1200000,65303948
RTSI,D,29/10/07,00:00:00,2195.8200000,2232.5800000,2195.8200000,2226.0200000,61218853
RTSI,D,30/10/07,00:00:00,2226.0200000,2226.0200000,2197.0600000,2206.3400000,39661564
RTSI,D,31/10/07,00:00:00,2207.7500000,2224.1600000,2205.8200000,2223.0600000,48342218
RTSI,D,01/11/07,00:00:00,2225.2500000,2258.6300000,2207.1000000,2220.1600000,80940920
RTSI,D,02/11/07,00:00:00,2220.1100000,2234.0400000,2208.6900000,2228.1500000,35382827
RTSI,D,06/11/07,00:00:00,2227.9900000,2268.9200000,2227.9900000,2268.9200000,57675606
RTSI,D,07/11/07,00:00:00,2268.9200000,2286.7400000,2268.9200000,2280.9500000,84088740
RTSI,D,08/11/07,00:00:00,2273.0800000,2291.8700000,2257.6000000,2288.1500000,57939384
RTSI,D,09/11/07,00:00:00,2288.1500000,2301.6700000,2262.1100000,2262.1100000,49583329
RTSI,D,12/11/07,00:00:00,2261.0000000,2268.2700000,2240.5300000,2243.0400000,47255096
RTSI,D,13/11/07,00:00:00,2242.1900000,2242.9400000,2221.7500000,2222.8400000,60657437
RTSI,D,14/11/07,00:00:00,2223.3200000,2249.7800000,2223.3200000,2244.1100000,90861752
RTSI,D,15/11/07,00:00:00,2243.5900000,2243.5900000,2217.9500000,2217.9500000,58866318
RTSI,D,16/11/07,00:00:00,2214.4800000,2214.4800000,2183.2100000,2189.3700000,78546415
RTSI,D,19/11/07,00:00:00,2191.0700000,2200.1700000,2165.5000000,2166.0000000,38423815
RTSI,D,20/11/07,00:00:00,2165.9600000,2180.5300000,2154.6800000,2180.2200000,75100975
RTSI,D,21/11/07,00:00:00,2180.2200000,2180.2200000,2148.4100000,2151.8800000,64958056
RTSI,D,22/11/07,00:00:00,2152.0000000,2155.0600000,2128.1700000,2135.9300000,43176509
RTSI,D,23/11/07,00:00:00,2135.9300000,2154.5300000,2135.9300000,2151.8900000,50937113
RTSI,D,26/11/07,00:00:00,2152.5100000,2188.2000000,2152.5100000,2177.0700000,59833756
RTSI,D,27/11/07,00:00:00,2176.6500000,2177.8100000,2153.4400000,2155.3800000,66937251
RTSI,D,28/11/07,00:00:00,2155.1800000,2168.1100000,2138.5800000,2168.1100000,61120418
RTSI,D,29/11/07,00:00:00,2172.6700000,2192.7100000,2172.6700000,2180.5000000,65321095
RTSI,D,30/11/07,00:00:00,2181.0600000,2220.1100000,2181.0600000,2220.1100000,64479077
RTSI,D,03/12/07,00:00:00,2218.4400000,2218.4400000,2199.8200000,2200.7500000,69529599
RTSI,D,04/12/07,00:00:00,2201.1100000,2208.7300000,2201.0800000,2204.4200000,70705357
RTSI,D,05/12/07,00:00:00,2204.3000000,2263.0200000,2204.3000000,2262.2800000,63115836
RTSI,D,06/12/07,00:00:00,2262.5500000,2276.4800000,2254.6900000,2259.1400000,68973437
RTSI,D,07/12/07,00:00:00,2265.3800000,2287.2000000,2265.3800000,2285.8500000,47796930
RTSI,D,10/12/07,00:00:00,2286.2800000,2333.0000000,2278.5300000,2330.4500000,106460384
RTSI,D,11/12/07,00:00:00,2331.8500000,2355.5600000,2331.8500000,2342.6400000,80692666
RTSI,D,12/12/07,00:00:00,2342.3800000,2360.1500000,2330.8300000,2359.8500000,70785682
RTSI,D,13/12/07,00:00:00,2359.8100000,2359.8100000,2317.2800000,2317.2800000,75007801
RTSI,D,14/12/07,00:00:00,2317.2800000,2325.1100000,2263.7200000,2269.5300000,62671122
RTSI,D,17/12/07,00:00:00,2269.5300000,2269.5300000,2233.3700000,2251.0700000,99053580
RTSI,D,18/12/07,00:00:00,2250.1100000,2270.9400000,2249.9700000,2269.0900000,45061278
RTSI,D,19/12/07,00:00:00,2269.0900000,2280.1600000,2253.8300000,2264.9500000,77364228
RTSI,D,20/12/07,00:00:00,2265.3300000,2283.9500000,2265.3300000,2283.2800000,39094111
RTSI,D,21/12/07,00:00:00,2283.5400000,2297.6400000,2283.5400000,2296.0900000,51064105
RTSI,D,24/12/07,00:00:00,2296.5100000,2307.6200000,2296.5100000,2303.2800000,17729037
RTSI,D,25/12/07,00:00:00,2303.2800000,2304.3300000,2291.1500000,2293.0300000,12994691
RTSI,D,26/12/07,00:00:00,2293.0300000,2293.0300000,2277.3600000,2283.0800000,20465079
RTSI,D,27/12/07,00:00:00,2283.1700000,2293.8500000,2280.3200000,2291.4600000,41203744
RTSI,D,28/12/07,00:00:00,2291.4600000,2292.9600000,2271.9500000,2290.5100000,44143265
RTSI,D,09/01/08,00:00:00,2300.7900000,2312.3600000,2290.7900000,2296.5600000,51918183
RTSI,D,10/01/08,00:00:00,2296.5200000,2308.6600000,2296.5200000,2306.8700000,24080218
RTSI,D,11/01/08,00:00:00,2303.7100000,2313.9000000,2296.2400000,2313.9000000,36917007
RTSI,D,14/01/08,00:00:00,2313.9000000,2339.7900000,2309.1000000,2339.7900000,63777731
RTSI,D,15/01/08,00:00:00,2339.7900000,2345.4500000,2328.7200000,2330.8700000,53886307
RTSI,D,16/01/08,00:00:00,2328.0100000,2328.0100000,2214.3300000,2225.4600000,82376080
RTSI,D,17/01/08,00:00:00,2225.1700000,2225.2600000,2157.9400000,2174.7800000,112294151
RTSI,D,18/01/08,00:00:00,2174.7800000,2174.7800000,2137.9500000,2159.1000000,87192863
RTSI,D,21/01/08,00:00:00,2159.1000000,2159.1000000,1997.1500000,1999.8300000,89029999
RTSI,D,22/01/08,00:00:00,1988.7300000,2012.2200000,1883.2800000,1967.7000000,129646175
RTSI,D,23/01/08,00:00:00,1967.7000000,2016.5200000,1885.7100000,1890.8800000,86822951
RTSI,D,24/01/08,00:00:00,1902.5700000,1988.2300000,1902.5700000,1988.2300000,81914493
RTSI,D,25/01/08,00:00:00,1991.3600000,2037.2500000,1991.3600000,2033.0900000,57907326
RTSI,D,28/01/08,00:00:00,2031.7800000,2031.7800000,1970.0700000,1978.6800000,57919737
RTSI,D,29/01/08,00:00:00,1979.5300000,2009.9100000,1979.5300000,2009.7100000,71713099
RTSI,D,30/01/08,00:00:00,2009.7100000,2009.7100000,1979.9000000,1981.5300000,37202798
RTSI,D,31/01/08,00:00:00,1981.5300000,1983.4400000,1898.5200000,1906.9700000,39513568
RTSI,D,01/02/08,00:00:00,1910.6700000,1987.2200000,1910.6700000,1968.9700000,50698559
RTSI,D,04/02/08,00:00:00,1970.2400000,2013.8800000,1970.2400000,2012.7600000,65301430
RTSI,D,05/02/08,00:00:00,2012.7600000,2034.0100000,1959.1700000,1966.7300000,57219435
RTSI,D,06/02/08,00:00:00,1965.1900000,1965.1900000,1915.0500000,1947.1900000,86073866
RTSI,D,07/02/08,00:00:00,1947.0100000,1950.6900000,1870.3000000,1887.4100000,63402016
RTSI,D,08/02/08,00:00:00,1887.4100000,1908.9900000,1859.5300000,1870.9300000,52616805
RTSI,D,11/02/08,00:00:00,1870.9300000,1919.4300000,1870.9300000,1917.6100000,95628049
